index,label,preprocessed_news
180,pos,Um exemplo é a Brooklin MicroGrid uma distribuidora de energia feita por pessoas e baseada em Blockchain Essa rede de pessoas possuem painéis solares em suas casas e um vende energia para o outro por meio da Blockchain sem precisar de intermediadores pois os dispositivos são registrados na cadeia de blocos
181,pos,Hoje os serviços financeiros são muito complicados Você passa seu cartão numa loja e uma série de mensagens é enviada para diversas empresas diferentes cada uma com seu próprio sistema computacional e dias depois a mensagem volta com a liquidação da conta Mas se isso fosse baseado em Blockchain não precisaria de todo esse tempo e burocracia
182,pos,Com a Blockchain podemos criar identidades dentro da cadeia como avatares virtuais que guardem todas nossas informações da vida digital A identidade em Blockchain poderia registrar absolutamente todos os dados desde suas transações financeiras até informações de saúde ou educação
183,pos,Blockchain pode transformar a democracia e os governos que seriam menos corruptos e teriam custos bem mais baixos
184,pos,Com a Blockchain os governos podem se tornar plataformas. Dubai quer ser o primeiro governo a rodar inteiramente em Blockchain e o governo da Estônia mudou a identidade das pessoas para uma Blockchain
185,pos,Hoje algumas empresas como a CarbonX tem usado Blockchain para prover serviços melhores para a sociedade algo que deveria ser feito pelos governos
186,pos,O blockchain é um banco de dados armazenado de forma pública sem um controle central Foi criado para distribuir a informação de maneira transparente e auditável
187,pos,O blockchain é um tipo específico de banco de dados distribuído contendo uma cadeia de blocos ordenados de forma cronológica Além disso as informações são armazenadas utilizando um código criptográfico
188,pos,A principal vantagem do blockchain é a segurança que impede que os registros do banco de dados sejam apagados ou alterados No entanto isso exige que os próprios usuários validem as transações caso contrário ficam dependentes de entidades centralizadas
189,pos,Além de segura é uma forma rápida transparente e autônoma de realizar transações financeiras ou do registro de informações no formato digital
190,pos,Uma aplicação comum é nas remessas internacionais O sistema interbancário atual além de caro pode levar dois dias úteis para confirmar a transação O blockchain oferece uma alternativa segura rápida e mais barata
191,pos,o país El Salvador recentemente adotou o Bitcoin como moeda oficial ao lado do dólar O recebimento de divisas externas representa 24% de seu Produto Interno Bruto
192,pos,Outra tecnologia trazida pelo blockchain foi o registro autenticado de contratos e documentos O serviço está disponível no Brasil desde 2016 inclusive com validade reconhecida em instâncias jurídicas
193,pos,Outra tecnologia trazida pelo blockchain foi o registro autenticado de contratos e documentos O serviço está disponível no Brasil desde 2016 inclusive com validade reconhecida em instâncias jurídicas
194,pos,Para estimular o crescimento da pesquisa e disseminação do assunto o Mercado Bitcoin adquiriu recentemente a Blockchain Academy um projeto educacional focado no desenvolvimento e formação do ecossistema que atua desde 2016
195,pos,Além das criptomoedas que incluem Bitcoin Ethereum e muitas outras a tecnologia Blockchain permite tokenizar qualquer ativo financeiro Tokenizar é utilizar criptoativos para representar no formato digital a propriedade de um determinado bem
196,pos,É sempre bom lembrar que o blockchain armazena as transações para sempre Isso é uma diferença fundamental para o modelo tradicional onde dados históricos podem ser alterados ou deletados
197,pos,A tecnologia blockchain é um dos pilares do Bitcoin e de outras criptomoedas O modelo permite armazenar dados de transações de forma pública sem um controle central Desse modo a informação é distribuída de maneira transparente e auditável
198,pos,A tecnologia blockchain ficou conhecida por ser a base tecnológica do bitcoin a primeira e principal criptomoeda
199,pos,Após o nascimento da moeda digital a blockchain passou a ser utilizada em diversas outras áreas e aplicações
200,pos,A blockchain registra cada quantia de bitcoins negociados quem enviou com apenas o endereço da carteira quem recebeu quando essa transação foi realizada e qual o lugar do livro em que está registrado
201,pos,Cada bloco é interligado ao bloco seguinte e ao anterior Isso garante que não seja possível alterar as informações que foram registradas em um bloco passado
202,pos,Cada um desses computadores tem sua própria versão atualizada de todas as transações Se um computador fizer uma alteração os demais entendem que aquela alteração não deveria ter sido feita e a descartam Os donos dessas máquinas são chamados de mineradores
203,pos,Os mineradores têm como objetivo encontrar uma sequência que torne um bloco de transações de bitcoin compatível com o bloco anterior Ao encontrar a sequência compatível o minerador recebe uma recompensa em bitcoin para cada bloco que ele minerar
204,pos,O bitcoin é a aplicação mais famosa do blockchain mas essa tecnologia pode ser aplicada em diversos campos como saúde contratos e todas as áreas onde há necessidade de trocas de informações rápidas e seguras
205,pos,Uma das áreas mais promissoras para aplicação do blockchain além do sistema financeiro é a saúde Os dados de cada paciente e seu histórico estão dispersos entre diversos hospitais laboratórios clínicas e profissionais da área médica O blockchain poderia em tese integrar e organizar esses dados de maneira segura dando ao paciente o completo controle sobre seu histórico médico
206,pos,Uma outra potencial aplicação é a utilização do blockchain em pesquisas científicas A indústria farmacêutica e as universidades podem usufruir desse sistema pois o blockchain garante segurança e promove a integração e compartilhamento seguro de dados
207,pos,Os blocos do blockchain são criptografados em segurança Para hackear uma operação seria necessário alterar todas as transações naquele bloco não apenas em um computador mas em milhões de computadores simultaneamente
208,pos,Ao contrário do ambiente físico o mundo digital dos algoritmos e da blockchain funciona 24 horas por dia e sete dias por semana Assim o tempo das transações bancárias podem ser reduzidas a minutos
209,pos,Não há intermediação entre as transações Além de reduzir consideravelmente os riscos e as vulnerabilidades da transação a falta de intermediários diminui o custo das operações
210,pos,Qualquer mudança na blockchain se torna pública para todas as partes e usuários o que garante uma transparência inquestionável Essas alterações também não podem ser modificadas o garante ainda mais confiabilidade ao sistema
211,pos,Ao mesmo tempo em que informações essenciais são mantidas públicas detalhes mais sensíveis são mantidos em sigilo absoluto
212,pos,Recentemente o  Ministro da Economia e Finanças da França Bruno Le Maire afirmou que a tecnologia blockchain é uma prioridade para o governo francês
213,pos,Segundo Le Maire a França planeja investir 4 5 bilhões de euros US$ 5 bilhões em inovações revolucionárias – incluindo a blockchain – em uma tentativa de combater o domínio tecnológico chinês e americano
214,pos,Segundo o presidente francês Emmanuel Macron o blockchain pode ser utilizado para impulsionar a indústria agrícola bem como lidar com as preocupações relacionadas à indústria de alimentos
215,pos,Macron disse ainda que o sistema blockchain deve ser utilizado por membros da União Europeia Esse fato deve-se ao grande potencial existente atualmente no mercado
216,pos,A Câmara de Comércio França-Brasil  acredita fortemente no uso da tecnologia para boas práticas e no desenvolvimento de ideias inovadoras para expansão do mercado. Apoiando assim o investimento em tecnologia blockchain
217,pos,Quando ouvimos a palavra blockchain a primeira coisa que nos vem à cabeça é a criptomoeda Bitcoin não é mesmo A tecnologia que garante a segurança e confiabilidade da famosa criptomoeda está cada vez mais em voga e suas aplicações estão sendo testadas e estudadas para serem utilizadas nos mais diversos segmentos corporativos e governamentais
218,pos,Bancos empresas de varejo logísticas setor público e muitos outros segmentos estudam maneiras de utilizar o blockchain para aprimorar os seus processos deixar suas transações mais seguras menos burocráticas e ágeis
219,pos,Nesse cenário de crise e desconfiança no sistema bancário tradicional o Bitcoin surgiu como uma alternativa confiável e descentralizada de se fazer transações financeirasTudo isso garantido pelo blockchain
220,pos,Em um ambiente digital o centralizador tem a possibilidade de alterar trocar e até criar dados no blockchain Não existe a possibilidade de copiar um bloco nem adulterar valores e são permitidas apenas as transferências
221,pos,Quando conseguem alguma liberação de crédito as empresas esbarram em taxas de juros abusivas e burocracias enormes O blockchain permite a captação de investimentos sem a necessidade de intermediários
222,pos,O blockchain também é útil quando se trata de cadeia de suprimentos A maioria dos empreendedores sabe de onde está comprando mas não sabe quem são os fornecedores de seus fornecedores
223,pos,Como tudo é rastreável e acessível o blockchain dará a oportunidade para as empresas conhecerem todas as movimentações do produto desde a origem Por exemplo se um dispositivo não está funcionando usando o blockchain será possível identificar quem foi o fornecedor original do componente defeituoso
224,pos,O blockchain também é útil para confirmar a originalidade de produtos evitando que sejam incluídas em equipamentos peças falsificadas ou de procedência duvidosa Em resumo podemos dizer que a tecnologia ajudará as empresas a verificar se os fornecedores atendem aos seus requisitos
225,pos,A maioria das empresas está estudando uma forma de utilizar o blockchain não apenas em etapas produtivas mas também nos negócios
226,pos,Quando se trata de contratos o blockchain pode automatizar o processo de acordos legais e documentações sem o envolvimento de seres humanos diminuindo significativamente a burocracia que atrasa o processo
227,pos,Os contratos de negócios costumam ser bilaterais e requerem documentação e assinaturas de ambas as partes Isso pode resultar em atraso o que significa travar a produtividade de uma empresa e fazer com que os gestores percam prazos por causa de uma assinatura que falte por exemplo O blockchain ajudará a eliminar o atraso em transações que exigem assinatura e aprovação
228,pos,O grande interesse geralmente é em relação aos dados privados dos consumidores que incluem informações financeiras Com a ajuda do blockchain os clientes poderão ter controle de suas informações com uma chave criptografada que será decifrada apenas pelas empresas que tenham acesso ao blockchain
229,pos,O principal benefício de optar pela tecnologia blockchain é sua natureza transparente e responsável
230,pos,Todas as transações ficam registradas em um livro-razão público criptografadas e protegidas sem a possibilidade de alterações fraudulentas Isso significa que os controles financeiro de logística de produção e qualidade ficarão muito mais seguros e com margem de erro reduzida
231,pos,Estes são apenas alguns exemplos de como o blockchain pode desempenhar um papel significativo em uma empresa Com as ameaças à segurança e proteção de dados além da fragilidade de sistemas de fiscalização no mundo dos negócios a adoção do blockchain pode ajudar a lidar com isso de forma eficaz e eficiente
232,pos,Blockchain um futuro inevitável que vai transformar as formas de se fazer negócios
233,pos,O blockchain já demonstrou seus principais atributos e elementos disruptivos mas ainda deve transformar a maneira como o mundo interage indo muito além do mundo das finanças
234,pos,O interesse em blockchain expandiu-se depois disso e começou a ganhar os holofotes Hoje a ferramena está sendo aplicada a processos de negócios que têm sido caros e demorados devido à sua complexidade e natureza opaca
235,pos,O aplicativo Universal Commerce da Syniverse se junta a uma lista crescente de produtos baseados em blockchain conforme exemplos destacados abaixo extraídos da reportagem do Search CIO
236,pos,A Xbox marca de jogos da Microsoft usou um blockchain em 2018 para obter informações sobre royalties para os editores de jogos do Xbox quase em tempo real O produto eliminou o trabalho de reconciliação demorado reduzindo assim o processo de 45 dias para minutos
237,pos,A Microsoft continua a criar recursos de blockchain para seu próprio uso bem como para seus clientes por meio do Microsoft Azure Blockchain Service uma oferta gerenciada de plataforma como serviço
238,pos,A capacidade do Walmart de rastrear a proveniência das mangas em 2 2 segundos usando sua abordagem baseada em blockchain versus sete dias usando sua tecnologia anterior tem sido frequentemente citada como um exemplo de ganhos de eficiência habilitados para blockchain
239,pos,O Fundo das Nações Unidas para a Infância UNICEF está explorando como usar o blockchain para melhorar a coleta e distribuição da ajuda humanitária
240,pos,Como parte desse esforço a agência está investindo em startups de blockchain focadas em casos de uso que podem ajudar a missão da UNICEF
241,pos,s aplicativos incluem como usar o blockchain para facilitar pagamentos compartilhar com segurança prescrições médicas e criar mais transparência na maneira como as doações são usadas
242,pos,Indústrias com cadeias de suprimentos complexas estão fazendo o uso mais avançado da tecnologia blockchain disse Jerry Cuomo membro da IBM e Vice-Presidente da IBM Blockchain Technology
243,pos,A medida que o mundo se move mais para uma economia baseada em token na qual os ativos do mundo real são digitalizados para que possam ser compartilhados on-line o blockchain sustentará muito mais transações
244,pos,No entanto especialistas como Buchholz estão convencidos de que o blockchain cumprirá sua reputação transformacional eventualmente e inevitavelmente  fornecendo melhorias significativas nos processos de negócios existentes permitindo novos modelos de negócios e remodelando
245,pos,O protocolo da linha de base suporta contratos inteligentes e padrões de tokenização em todo o setor Paul Brody líder global de blockchain da EY disse que foi projetado para otimizar transações complexas 
246,pos,De acordo com Katz o YellowHeart usa o blockchain para rastrear a procedência da venda de ingressos dando a artistas e fãs informações sobre como os ingressos passam da venda original por meio de qualquer revenda
247,pos,Ainda no mercado financeiro muitos bancos e instituições como as adquirentes já começaram a introduzir o blockchain
248,pos,O termo contratos inteligentes ou smart contracts em inglês foi criado por Nick Szabo cientista da computação em 1996 Porém foi com o surgimento da tecnologia blockchain e de inteligência artificial que esse conceito de contratos desburocratizados com maior confiabilidade e que se auto executam avançou
249,pos,Antes apenas aplicados como um facilitador das transações das criptomoedas esses novos modelos evoluíram por meio da rede de blockchain Essa plataforma permite que qualquer pessoa possa fazer seu próprio modelo de código para ser utilizado nos mais variados tipos de acordos
250,pos,Utilizando o mesmo princípio de processamento de documentos por blockchain dos contratos inteligentes a área da educação já começou a aplicar essa tecnologia
251,pos,Atualmente um problema muito comum e grave são as fraudes decorrentes de falsificações em currículos e até mesmo de exercer a profissão ilegalmente Com o blockchain as instituições poderiam disponibilizar as certificações em uma rede blockchain e assim a organização que necessitasse verificar essas credenciais teria o fácil acesso à elas
252,pos,Uma das aplicações que será muito utilizadas por empresas do mundo inteiro será o armazenamento em nuvem com blockchain
253,pos,Sem dúvidas o sistema descentralizado e o blockchain podem auxiliar no aumento da segurança dos dados Outro benefício seria que a rede peer to peer utilizada pode reduzir os custos se comparado aos servidores centralizados
254,pos,A aplicação do blockchain na cadeia de suprimentos poderia auxiliar no rastreamento de cada um dos componentes envolvidos na fabricação de algum produto e assim identificar mais facilmente variabilidades no processo
255,pos,A área da saúde é sem dúvidas um setor que necessita de um rigoroso controle de registros médicos dos pacientes tanto de medicamentos receitados quanto de procedimentos realizados Esse registro pode ser baseado em blockchain Assim teríamos uma ficha médica ao decorrer da vida com a segurança o sigilo e a confiabilidade que o sistema poderia nos fornecer
256,pos,A tecnologia Blockchain é considerada uma revolução pois desafia paradigmas em processos relacionados a transações financeiras de informações e documentos de armazenamento de dados e de movimentação de ativos nos permitindo a descentralização de monopólios de ampla duração de alguns setores
257,pos,Mas e se o Uber ou AirBNB fossem uma aplicação distribuída em uma Blockchain O AirBNB poderia se chamar BAirBNB ou BlockchainAirBNB Nele você acharia um lugar para passar uns dias usando apenas uma base de dados baseada em Blockchain sem intermediários
258,pos,A cantora britânica Imogen Heap está criando uma plataforma baseada em Blockchain chamada de Mycelia Esta rede Blockchain permite que o artista coloque sua música dentro de um Smart Contract e o próprio contrato gerencia o seu uso
259,pos,Supply Chain é um mercado de US$ 64 trilhões ao redor do mundo que com o tempo pode ser realocado para Blockchain O Supply Chain nada mais é que diferentes pessoas fazendo transações e confiando umas nas outras
260,pos,Já o Walmart usa a Blockchain para a segurança das comidas rastreando a cadeia de fornecedores caso tenha um problema Com isso é possível saber em qual jardim o tomate cresceu ou quem são os pais da vaca que forneceu este ou aquele leite estragado
261,pos,Outro problema de cadeia de suprimentos que pode ser resolvido é dos Diamantes de Sangue aquelas pedras preciosas que são usadas para financiar as guerras na África Com a Blockchain é possível rastrear a procedência de todas as pedras e saber se a que você comprou já financiou algum ato violento
262,pos,Os bilhões de objetos que estão se tornando inteligentes com a Internet das Coisas vão precisar registrar suas informações Uma lâmpada que compra energia de uma empresa distribuidora por exemplo poderá fazer negócios sozinha se tiver sua identidade registrada em uma Blockchain
263,pos,Um exemplo é a Brooklin MicroGrid uma distribuidora de energia feita por pessoas e baseada em Blockchain Essa rede de pessoas possuem painéis solares em suas casas e um vende energia para o outro por meio da Blockchain sem precisar de intermediadores pois os dispositivos são registrados na cadeia de blocos
264,pos,Hoje os serviços financeiros são muito complicados Você passa seu cartão numa loja e uma série de mensagens é enviada para diversas empresas diferentes cada uma com seu próprio sistema computacional e dias depois a mensagem volta com a liquidação da conta Mas se isso fosse baseado em Blockchain não precisaria de todo esse tempo e burocracia
265,pos,Com a Blockchain podemos criar identidades dentro da cadeia como avatares virtuais que guardem todas nossas informações da vida digital A identidade em Blockchain poderia registrar absolutamente todos os dados desde suas transações financeiras até informações de saúde ou educação
266,pos,Blockchain pode transformar a democracia e os governos que seriam menos corruptos e teriam custos bem mais baixos
267,pos,Com a Blockchain os governos podem se tornar plataformas. Dubai quer ser o primeiro governo a rodar inteiramente em Blockchain e o governo da Estônia mudou a identidade das pessoas para uma Blockchain
268,pos,Hoje algumas empresas como a CarbonX tem usado Blockchain para prover serviços melhores para a sociedade algo que deveria ser feito pelos governos
269,pos,O blockchain é um banco de dados armazenado de forma pública sem um controle central Foi criado para distribuir a informação de maneira transparente e auditável
270,pos,O blockchain é um tipo específico de banco de dados distribuído contendo uma cadeia de blocos ordenados de forma cronológica Além disso as informações são armazenadas utilizando um código criptográfico
271,pos,A principal vantagem do blockchain é a segurança que impede que os registros do banco de dados sejam apagados ou alterados No entanto isso exige que os próprios usuários validem as transações caso contrário ficam dependentes de entidades centralizadas
272,pos,Além de segura é uma forma rápida transparente e autônoma de realizar transações financeiras ou do registro de informações no formato digital
273,pos,Uma aplicação comum é nas remessas internacionais O sistema interbancário atual além de caro pode levar dois dias úteis para confirmar a transação O blockchain oferece uma alternativa segura rápida e mais barata
274,pos,o país El Salvador recentemente adotou o Bitcoin como moeda oficial ao lado do dólar O recebimento de divisas externas representa 24% de seu Produto Interno Bruto
275,pos,Outra tecnologia trazida pelo blockchain foi o registro autenticado de contratos e documentos O serviço está disponível no Brasil desde 2016 inclusive com validade reconhecida em instâncias jurídicas
276,pos,Outra tecnologia trazida pelo blockchain foi o registro autenticado de contratos e documentos O serviço está disponível no Brasil desde 2016 inclusive com validade reconhecida em instâncias jurídicas
277,pos,Para estimular o crescimento da pesquisa e disseminação do assunto o Mercado Bitcoin adquiriu recentemente a Blockchain Academy um projeto educacional focado no desenvolvimento e formação do ecossistema que atua desde 2016
278,pos,Além das criptomoedas que incluem Bitcoin Ethereum e muitas outras a tecnologia Blockchain permite tokenizar qualquer ativo financeiro Tokenizar é utilizar criptoativos para representar no formato digital a propriedade de um determinado bem
279,pos,É sempre bom lembrar que o blockchain armazena as transações para sempre Isso é uma diferença fundamental para o modelo tradicional onde dados históricos podem ser alterados ou deletados
280,pos,A tecnologia blockchain é um dos pilares do Bitcoin e de outras criptomoedas O modelo permite armazenar dados de transações de forma pública sem um controle central Desse modo a informação é distribuída de maneira transparente e auditável
281,pos,A tecnologia blockchain ficou conhecida por ser a base tecnológica do bitcoin a primeira e principal criptomoeda
282,pos,Após o nascimento da moeda digital a blockchain passou a ser utilizada em diversas outras áreas e aplicações
283,pos,A blockchain registra cada quantia de bitcoins negociados quem enviou com apenas o endereço da carteira quem recebeu quando essa transação foi realizada e qual o lugar do livro em que está registrado
284,neg,A complexidade do software do Bitcoin pode ser um impeditivo para que muitas pessoas entrem neste universo
285,neg,A volatilidade do preço do Bitcoin também trabalha como um fator impeditivo àquelas pessoas que buscam estabilidade em suas finanças
286,neg,O tempo que uma transação leva para acontecer na rede do Bitcoin pode ser frustrante para muitos que utilizam seus cartões bancários em operações que duram segundos. Atualmente uma transação de Bitcoin leva pelo menos 10 minutos para ser aprovada
287,neg,Algumas das maiores preocupações relacionadas ao Bitcoin são sobre hack e golpes Casos envolvendo esses problemas são cada vez mais comuns e tornam-se mais sofisticados a cada dia Alguns golpes a se tomar cuidado são pirâmides financeiras e roubo de poder computacional para mineração de BTC
288,neg,O blockchain permite a transferência financeira sem intermediários centrais
289,neg,A volatilidade a violação de segurança e o seu uso para fins criminosos
290,neg,Devido a fato de que o Bitcoin garante anonimato a plataforma se torna propícia para que atos ilegais como o tráfico de drogas ocorram
291,neg,Uma das principais desvantagens das criptomoedas atualmente é sua baixíssima aceitação
292,neg,A regulamentação das criptomoedas é assunto constante nos noticiários de investimentos Como ele pode impactar diretamente a economia muitos países ainda não sabem bem como regulamentar esse tipo de ativo
293,neg,Apesar do assunto não ser assim tão novo  este ainda é um mercado que traz muitas dúvidas para a economia tradicional
294,neg,Principalmente no Brasil não é uma tarefa fácil encontrar estabelecimentos comerciais que aceitem Bitcoins como método convencional de pagamento
295,neg,Infelizmente o mundo das criptomoedas é acompanhado de um lado extremamente negativo Já que tais ativos combinam descentralização anonimato e criptografia de ponta há quem utilize tais benefícios de forma criminosa para realizar lavagem de dinheiro ou atividades ilegais por exemplo
296,neg,Embora pareça simples comprar e utilizar Bitcoins na internet por exemplo os usuários de criptomoedas devem estar atentos o tempo todo Como o mercado envolve alta volatilidade é preciso estudá-lo para garantir melhores desfechos com o dinheiro investido.
297,neg,No caso da Ethereum como estamos falando de uma tecnologia baseada em blockchain o maior ponto de vulnerabilidade surge quando há a interação com o usuário
298,neg,Cada um é responsável pelos contratos que submete e que participa por isso a falha humana é um risco a ser sempre considerado quando estamos falando de criptomoedas
299,neg,Há também a possibilidade de um hacker encontrar alguma falha no código e aproveitar essa oportunidade para explorar essas brechas Isso já aconteceu no passado com a versão antiga da Ethereum onde houve um roubo de aproximadamente US$ 50 milhões por um hacker desconhecido
300,neg,Além disso outro problema que tem ocorrido na rede são golpes e fraudes de investimento como esquemas de pirâmide e esquemas Ponzi
301,neg,or fim a Ethereum assim como outras criptomoedas não tem lastro em nenhum país ela é uma moeda bastante volátil e pode sofrer grandes oscilações de preço em poucas horas
302,neg,Embora os contratos inteligentes estejam concebidos para tornar a rede à prova de falhas eles podem ser tão bons como as pessoas que escrevem o seu código Há sempre espaço para erro humano e qualquer erro no código poderia ser explorado
303,neg,Com o aumento do uso a blockchain Ethereum tende a aumentar de tamanho o que pode tornar inviável seu armazenamento e aumentar a centralização
304,neg,o contrário do Bitcoin o Ethereum possui um criador com visibilidade e atuação no mercado Isso pode tornar a criptomoeda sujeita a oscilações de valor influenciadas por uma fala de Vitalik Buterin
305,neg,Histórico de falhas em muitas aplicações criadas no Ethereum  trazem desconfiança a respeito de seu uso
306,neg,Em virtude da sua amplitude de funções a escalabilidade da blockchain Ethereum pode ser mais problemática do que a do Bitcoin
307,neg,Hacks podem e ainda ocorrem com tecnologias de blockchain Embora esse sistema seja mais difícil de hackear do que outros tipos de redes financeiras a mudança no valor associada a uma violação de segurança é bastante grande
308,neg,Muitos governos não reconhecem o verdadeiro valor das criptomoedas ou blockchains apesar de sua popularidade crescente
309,neg,Os varejistas demoram a adotar o uso de criptomoedas para transações O Bitcoin oferece tempos de transação tão lentos de fato que não são viáveis ​​para uma transação no ponto de venda Isso torna difícil para muitos ver as criptomoedas como uma opção de pagamento válida dificultando que os blockchains também sejam valiosos
310,neg,Depois que uma transação foi incluída em um bloco na cadeia mais longa ela não pode ser revertida É esse recurso que ajuda os blockchains e criptomoedas a funcionar da maneira que funcionam Os serviços de custódia estão disponíveis para garantir que as transações sejam seguras para ambas as partes mas isso reduz a vantagem da falta de intermediários
311,neg,Ao iniciar uma transação por meio do Bitcoin o tempo que leva para concluir a ação pode ser superior a 40 minutos Por esse motivo alguns estão procurando alternativas à criptomoeda como uma forma de aumentar a influência das tecnologias de blockchain
312,neg,Este é outro negativo associado principalmente ao Bitcoin Em novembro de 2017 a custódia para concluir uma transação com Bitcoin era de apenas $ 6 Em dezembro uma custódia de mais de $ 26 por transação Houve momentos em que os custos de transação ultrapassaram US$ 40 em 2018 
313,neg,Cada transação com um blockchain deve ser assinada digitalmente Isso é feito usando esquemas de criptografia privada para garantir que as transações que são propagadas entre os presságios possam ser verificadas Embora esse processo melhore a segurança de uma transação ele também cria um gargalo no processo de blockchain o que naturalmente diminui a velocidade de processamento da tecnologia
314,neg,As tecnologias Blockchain podem ter existido desde 2008 embora não tenha sido até 2016 que elas realmente começaram a ganhar atenção Isso significa que há pouca supervisão regulatória do governo no mundo de criptomoedas e blockchains Devido à falta de regulamentação as instituições financeiras não quiseram se apegar a essa tecnologia para promovê-la
315,neg,A execução de um blockchain é uma maneira de gerenciar recursos com uso intensivo de recursos. É muito intensivo em capital porque existem recursos de hardware dedicados que devem ser usados ​​para ter sucesso especialmente se a mineração for envolvida Níveis massivos de eletricidade também são necessários o que pode tornar a mineração de Bitcoins ou outras criptomoedas não lucrativa especialmente no curto prazo
316,neg,Ao desenvolver um blockchain pode haver muita indecisão ao determinar qual linguagem usar para o produto final Alguns blockchains decidiram usar JavaScript pois muitos programadores já estão familiarizados com esta linguagem
317,neg,Bitcoin pode ser a criptomoeda mais popular embora provavelmente seja porque foi a primeira Na contagem atual há mais de 1600 criptomoedas tokens e moedas disponíveis para comércio e transações no momento
318,neg,O algoritmo de consenso Proof of Work (PoW) que protege a Blockchain do Bitcoin provou ser muito eficiente ao longo do tempo No entanto existem alguns ataques em potencial que podem ser realizados contra redes Blockchain dentre eles está o Ataque de 51% Tal ataque pode acontecer se uma organização conseguir controlar mais que 50% do poder computacional da rede permitindo que eles interfiram no funcionamento da rede excluindo ou modificando intencionalmente a ordenação das transações
319,neg,Outra desvantagem dos sistemas Blockchain é que uma vez que os dados foram adicionados à rede é muito difícil modificá-los Embora a estabilidade seja uma das vantagens da Blockchain nem sempre é uma boa característica
320,neg,Alterar dados ou o código de uma rede Blockchain é normalmente muito complicado e geralmente requer um Hard Fork  onde uma cadeia de blocos é abandonada e outra é criada
321,neg,A Blockchain usa criptografia de chave pública (ou assimétrica) para dar aos usuários a propriedade sobre suas criptomoedas (ou quaisquer outros dados da Blockchain) Cada conta (ou endereço) na Blockchain tem duas chaves correspondentes uma chave pública (que pode ser compartilhada) e uma chave privada (que deve ser mantida em segredo)
322,neg,Os usuários precisam da chave privada para acessar seus fundos significando que eles agem como seu próprio banco Se um usuário perder sua chave privada os fundos são efetivamente perdidos e não há nada que ele possa fazer a respeito
323,neg,As Blockchains que usam o algoritmo de consenso PoW são altamente ineficientes Como a mineração é extremamente competitiva e há apenas um vencedor a cada dez minutos o trabalho de todos os outros mineradores é desperdiçado
324,neg,Os livros das Blockchains podem crescer muito ao longo do tempo A Blockchain do Bitcoin atualmente requer cerca de 200 GB de armazenamento A velocidade no crescimento das Blockchains parece estar superando o visto na capacidade dos discos rígidos (HDs) e a rede corre o risco de perder nodes se o livro ficar muito grande impedindo que usuários baixem e armazenem o mesmo
325,neg,Um deles pode ser a exigência de uma grande capacidade de processamento ou de uma rede capaz de lidar com grandes volumes de dados como o blockchain envolve procedimentos criptográficos um sistema do tipo muito acessado ou com muitos nós tem chances elevadas de apresentar sobrecarga
326,neg,Para manter o bom funcionamento do sistema pode ser necessário gastar somas consideráveis em computadores que apoiem as operações ou em equipamentos de redes capazes de suportar tráfego intenso de dados
327,neg,Além disso dependendo de como a cadeia de blocos é estruturada o tempo de resposta de determinadas operações pode ser longo situação que tende a causar gargalos consideráveis se a demanda de uso do sistema aumentar
328,neg,Leve em conta ainda que à medida que o tempo passa o blockchain pode acabar se tornando inchado e proporcionalmente mais lento
329,neg,Dependendo da aplicação o custo operacional do blockchain também pode ser elevado Fatores como desenvolvimento treinamento segurança e manutenção podem tornar uma solução do tipo inviável se não forem cuidadosamente mensurados
330,neg,Sistema baseado em blockchain precisam ser bem planejados Vários cenários devem ser considerados para prevenir gargalos diminuição de eficiência ou até problemas de segurança
331,neg,Sistema baseado em blockchain precisam ser bem planejados Vários cenários devem ser considerados para prevenir gargalos diminuição de eficiência ou até problemas de segurança
332,neg,Enquanto o Bitcoin pode ser considerado extremamente seguro criptomoedas menores utilizando a mesma tecnologia podem ser atacadas por um custo baixo
333,neg,Enquanto o Bitcoin pode ser considerado extremamente seguro criptomoedas menores utilizando a mesma tecnologia podem ser atacadas por um custo baixo
334,neg,Entender o que é blockchain não é tão simples porque estamos falando de uma tecnologia revolucionária
335,neg,O Blockchain parece pronto para aprimorar os processos de negócios e os modelos de confiança em uma miríade de indústrias Mas de fato ainda está em sua infância e vários casos de uso começam a tropeçar na jornada rumo às capacidades milagrosas apregoadas pelos entusiastas
336,neg,Embora a tecnologia tenha um grande potencial CIOs e os seus pares das áreas de negócio que já estão  explorando o Blockchain  devem esperar retrocessos na implantação incluindo a possibilidade real de graves erros de software e riscos associados de acordo com um novo relatório da Forrester Research
337,neg,Especialistas e analistas também advertem que a tecnologia não é adequada para muitos processos de negócio transacionais
338,neg,Por exemplo Bharath Rao fundador do serviço Leverj baseado no Ethereum é cético em aplicações de Blockchain fora do mercado de criptomoedas Ele argumenta que Blockchain é mais lento e mais dispendioso que as tecnologias transacionais tradicionais como bancos de dados relacional centralizados
339,neg,Paga pela autonomia ao sacrificar a eficiência disse Rao explicando que devido a registros ou blocos exigirem verificação criptográfica antes que novos possam ser inseridos pode ser ineficiente para aplicativos de negócios que exijam rápida liquidação
340,neg,Em segundo lugar devido à sua natureza da cadeia as inserções de bloco devem ser serializadas Isso significa que a taxa de atualizações é mais lenta do que os bancos de dados tradicionais
341,neg,No mundo real no entanto a progressão no uso do Blockchain provavelmente será lenta e estável com implantações de nicho prevalecendo nas grandes empresas de acordo com Martha Bennett analista da Forrester autora do relatório
